ein,elf,tax_pd,subseccd,s501c3or4947a1cd,schdbind,politicalactvtscd,lbbyingactvtscd,subjto6033cd,dnradvisedfundscd,prptyintrcvdcd,maintwrkofartcd,crcounselingqstncd,hldassetsintermpermcd,rptlndbldgeqptcd,rptinvstothsecd,rptinvstprgrelcd,rptothasstcd,rptothliabcd,sepcnsldtfinstmtcd,sepindaudfinstmtcd,inclinfinstmtcd,operateschools170cd,frgnofficecd,frgnrevexpnscd,frgngrntscd,frgnaggragrntscd,rptprofndrsngfeescd,rptincfnndrsngcd,rptincgamingcd,operatehosptlcd,hospaudfinstmtcd,rptgrntstogovtcd,rptgrntstoindvcd,rptyestocompnstncd,txexmptbndcd,invstproceedscd,maintescrwaccntcd,actonbehalfcd,engageexcessbnftcd,awarexcessbnftcd,loantofficercd,grantoofficercd,dirbusnreltdcd,fmlybusnreltdcd,servasofficercd,recvnoncashcd,recvartcd,ceaseoperationscd,sellorexchcd,ownsepentcd,reltdorgcd,intincntrlcd,orgtrnsfrcd,conduct5percentcd,compltschocd,f1096cnt,fw2gcnt,wthldngrulescd,noemplyeesw3cnt,filerqrdrtnscd,unrelbusinccd,filedf990tcd,frgnacctcd,prohibtdtxshltrcd,prtynotifyorgcd,filedf8886tcd,solicitcntrbcd,exprstmntcd,providegoodscd,notfydnrvalcd,filedf8282cd,f8282cnt,fndsrcvdcd,premiumspaidcd,filedf8899cd,filedf1098ccd,excbushldngscd,s4966distribcd,distribtodonorcd,initiationfees,grsrcptspublicuse,grsincmembers,grsincother,filedlieuf1041cd,txexmptint,qualhlthplncd,qualhlthreqmntn,qualhlthonhnd,rcvdpdtngcd,filedf720cd,totreprtabled,totcomprelatede,totestcompf,noindiv100kcnt,nocontractor100kcnt,totcntrbgfts,prgmservcode2acd,totrev2acola,prgmservcode2bcd,totrev2bcola,prgmservcode2ccd,totrev2ccola,prgmservcode2dcd,totrev2dcola,prgmservcode2ecd,totrev2ecola,totrev2fcola,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,rntlexpnsreal,rntlexpnsprsnl,rntlincreal,rntlincprsnl,netrntlinc,grsalesecur,grsalesothr,cstbasisecur,cstbasisothr,gnlsecur,gnlsothr,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,grsalesinvent,lesscstofgoods,netincsales,miscrev11acd,miscrevtota,miscrev11bcd,miscrevtot11b,miscrev11ccd,miscrevtot11c,miscrevtot11d,miscrevtot11e,totrevenue,grntstogovt,grnsttoindiv,grntstofrgngovt,benifitsmembrs,compnsatncurrofcr,compnsatnandothr,othrsalwages,pensionplancontrb,othremplyeebenef,payrolltx,feesforsrvcmgmt,legalfees,accntingfees,feesforsrvclobby,profndraising,feesforsrvcinvstmgmt,feesforsrvcothr,advrtpromo,officexpns,infotech,royaltsexpns,occupancy,travel,travelofpublicoffcl,converconventmtng,interestamt,pymtoaffiliates,deprcatndepletn,insurance,othrexpnsa,othrexpnsb,othrexpnsc,othrexpnsd,othrexpnse,othrexpnsf,totfuncexpns,nonintcashend,svngstempinvend,pldgegrntrcvblend,accntsrcvblend,currfrmrcvblend,rcvbldisqualend,notesloansrcvblend,invntriesalesend,prepaidexpnsend,lndbldgsequipend,invstmntsend,invstmntsothrend,invstmntsprgmend,intangibleassetsend,othrassetsend,totassetsend,accntspayableend,grntspayableend,deferedrevnuend,txexmptbndsend,escrwaccntliabend,paybletoffcrsend,secrdmrtgsend,unsecurednotesend,othrliabend,totliabend,unrstrctnetasstsend,temprstrctnetasstsend,permrstrctnetasstsend,capitalstktrstend,paidinsurplusend,retainedearnend,totnetassetend,totnetliabastend,nonpfrea,totnooforgscnt,totsupport,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,pubsuppsubtot170,exceeds2pct170,pubsupplesspct170,samepubsuppsubtot170,grsinc170,netincunreltd170,othrinc170,totsupp170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,grsrcptsactivities509,txrevnuelevied509,srvcsval509,pubsuppsubtot509,rcvdfrmdisqualsub509,exceeds1pct509,subtotpub509,pubsupplesub509,samepubsuppsubtot509,grsinc509,unreltxincls511tx509,subtotsuppinc509,netincunrelatd509,othrinc509,totsupp509
381445060,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,25552,0,Y,424,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,3156676,0,380721,19,9,0,522130,48649932,525990,10431233,0,0,0,0,0,0,0,59081165,8502395,0,0,0,0,0,0,0,0,0,32715266,1203110,32367820,1112803,347446,90307,437753,0,0,0,0,0,0,0,0,0,525990,12449251,0,0,0,0,0,12449251,80470564,0,0,0,1967,2835226,0,13491396,936359,2677602,1391667,0,41696,71148,0,0,8695,207300,2029273,7888109,375145,0,2090701,76692,0,120323,5787810,0,1494421,103231,8384619,283878,41854,3116877,0,70833,53526822,11844515,16911335,0,26877019,2355000,0,1003423326,0,1196836,29595178,526921860,4981406,0,0,37027268,1661133743,33243897,0,0,0,0,0,10000000,0,1375230598,1418474495,0,0,0,0,0,242659248,242659248,1661133743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860108770,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,21817,0,Y,574,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,3675768,0,839054,43,42,0,522100,73897123,900099,81159,0,0,0,0,0,0,0,73978282,6238700,0,0,0,0,0,0,0,0,0,118149501,2389874,116832609,2558356,1316892,-168482,1148410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81365392,0,0,0,0,4514822,0,18019987,1931022,3082842,1631730,0,295940,125853,0,0,0,1188286,1319341,1236344,0,0,3168613,797981,0,1382679,4964769,0,3180124,22088,15800398,3400000,0,0,0,0,66062819,162169129,0,0,0,0,0,1007911147,0,0,42164185,0,398840609,0,0,45574564,1656659634,11673958,0,0,0,0,0,110000000,0,1387219056,1508893014,0,0,0,0,0,147766620,147766620,1656659634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250502660,E,201412,8,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,8970,0,Y,30,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,851660,0,0,4,1,0,900099,220338118,0,0,0,0,0,0,0,0,0,220338118,87033035,0,0,156319,0,226244,0,-69925,0,-69925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307301228,0,0,0,267747475,851660,0,1155348,1340685,427323,124869,0,19623,18800,0,0,0,338269,117172,0,0,0,441718,269470,0,100743,0,0,316513,69651,6114575,1098307,513528,432207,0,705859,282203795,520862,0,0,0,0,0,0,0,0,310303,999999999,585224802,0,0,44537428,1630593394,0,0,89224,0,0,0,0,0,1525166038,1525255262,0,0,0,0,0,105338132,105338132,1630593394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941461312,E,201412,4,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,109101,0,Y,2088,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,34099636,193081,13114962,586,71,0,524114,3926485067,524114,1374447767,0,0,0,0,0,0,0,5300932834,20708183,0,0,0,0,0,0,0,0,0,85973793,0,85972888,0,905,0,905,0,0,0,0,0,0,0,0,0,524298,15603783,524298,3692255,524298,364443,-23206500,-3546019,5318095903,1092193,422500,0,4710789029,46981199,0,176870771,12840741,36607036,11006818,0,3423752,1594784,0,0,405864,0,2601153,27109271,32904518,10411224,21193088,4883711,0,653928,142744,2271161,27565056,967474,43055205,32474200,16516204,12166641,0,-14694506,5222255759,76565901,30824946,0,375773512,0,0,75750000,0,17867793,230885479,647976402,101380686,15000000,6295206,36655030,1614974955,468777891,0,70078417,0,0,0,0,0,270624081,809480389,0,0,0,0,0,805494566,805494566,1614974955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381250516,E,201412,14,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,49293,0,Y,491,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2190154,0,162020,31,25,0,522100,55111533,522100,17636829,0,0,0,0,0,0,0,72748362,4517373,0,0,148166,0,86788,0,61378,0,61378,49694000,2769664,49733535,2420015,-39535,349649,310114,0,0,0,0,0,0,0,0,0,525990,662444,525990,207707,0,0,0,870151,78507378,0,0,0,0,1152447,0,19802943,673901,2593132,1728630,0,357795,104500,0,0,106728,1525383,2882893,4083574,4762956,0,3971445,764709,0,0,520292,0,6664398,0,6157024,5121224,3428150,0,0,3222610,69624734,14308231,51510010,0,0,8493209,0,1173345267,0,1897129,48322356,42932433,155056373,0,53771458,40198930,1589835396,11584546,0,0,0,380596,0,2003589,0,1409135045,1423103776,0,0,0,16560477,0,150171143,166731620,1589835396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231357086,E,201412,14,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,94116,0,Y,442,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,6294632,0,297982,18,40,0,522100,45701395,522100,18281767,900099,95095,0,0,0,0,0,64078257,5463512,0,0,0,0,0,0,0,0,0,0,77917320,0,77242331,0,674989,674989,0,0,0,0,0,0,0,0,0,522100,129767,522100,568854,900099,11211,0,709832,70926590,11211,0,0,0,5558512,0,12254376,608576,2724057,1492460,0,131143,86434,0,0,0,624718,2050471,1676087,2106511,0,2743121,1344770,0,0,7678182,104480,2175274,207893,12153539,0,0,0,0,0,55731815,11096668,115401952,0,5303044,0,0,1153821511,0,2157791,16578263,235140142,11441272,0,199163,35981693,1587121499,10711417,0,0,0,7837138,0,76791600,0,1315614512,1410954667,0,0,0,0,0,176166832,176166832,1587121499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381250516,E,201312,14,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,38676,0,Y,483,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,1989336,0,192334,21,25,0,522100,55377885,522100,18584038,0,0,0,0,0,0,0,73961923,5186597,0,0,130105,0,83495,0,46610,0,46610,133867000,5984150,134179331,4293147,-312331,1691003,1378672,0,0,0,0,0,0,0,0,0,525990,688577,525990,212353,525990,97339,0,998269,81572071,0,0,0,0,1156187,0,19447717,824075,2617748,1705772,0,343856,100003,0,0,104063,1448581,2633545,4273058,4170310,0,3910162,763039,0,0,519699,0,7141524,0,7214056,6139738,3458038,1086946,0,3146114,72204231,13360095,79322078,0,0,7911579,0,1099281333,0,1584156,39116179,61234473,186346616,0,57275636,41585170,1587017315,10026817,0,0,0,304570,0,8054716,0,1412075733,1430461836,0,0,0,16560477,0,139995002,156555479,1587017315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381629793,E,201412,14,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,22285,0,Y,336,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,1581333,0,196158,8,37,0,522100,53931215,522100,11974858,522100,220778,0,0,0,0,0,66126851,3381534,0,0,0,0,0,0,0,0,0,134151760,7585104,133802996,8338576,348764,-753472,-404708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69103677,43686,42000,0,0,644996,0,12186121,1090147,4160590,1084073,0,0,196704,0,0,0,1506758,972126,1572332,1593603,0,1489547,81168,0,71376,534861,0,1979340,0,13500000,7567624,3186836,1845237,0,739873,56088998,4277270,66662051,0,0,0,0,1165982116,0,1027241,31630033,221950071,13622200,0,0,38842732,1543993714,6448889,0,0,0,1533592,0,0,0,1368478089,1376460570,0,0,0,0,0,167533144,167533144,1543993714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134921556,E,201412,6,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,312,0,Y,1631,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,15610104,36000,4014843,28,33,0,541900,693351451,0,0,0,0,0,0,0,0,0,693351451,40093972,0,0,13480,0,0,0,13480,0,13480,1357785052,0,1358760828,0,-975776,0,-975776,0,0,0,0,0,0,0,0,0,900099,319337,900099,-105459,0,0,0,213878,732697005,3461858,0,448124,0,19657741,0,237413501,20700475,21184985,10647962,0,2655224,4943502,32473,0,3331184,35629782,1145462,4348269,0,0,19168956,25295112,0,1503768,196857,80124920,7485208,12462521,46412501,25622978,16840226,15095205,0,26946908,642755702,0,122698847,0,155963166,0,0,0,0,18589519,18923484,795740505,192881771,0,0,228663820,1533461112,89454867,0,246796405,0,0,0,0,0,94639821,430891093,0,0,0,1102570019,0,0,1102570019,1533461112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237048405,P,201312,12,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,100,0,Y,113,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,836271114,49620407,N,0,N,0,0,N,N,2643055,0,1470817,56,21,0,424000,810138719,424000,31930503,0,0,0,0,0,0,0,842069222,24574131,0,0,0,0,0,0,0,0,0,0,61459,0,59697,0,1762,1762,0,0,0,0,0,0,0,0,0,900099,71244,900099,14,900099,-3183,0,68075,866713190,282498,0,0,9573120,2245284,0,8816837,2379784,992486,826393,0,1239172,294000,0,0,0,4371483,30725,1172636,0,0,452342,260835,0,423173,53225455,0,48682505,300793,510927396,118889561,43225519,17863254,39412032,0,865887283,27888683,20284222,0,105700176,0,0,0,49246222,102618933,965377349,0,253783816,0,0,0,1524899401,98541609,0,0,0,0,0,777622000,0,278738394,1154902003,0,0,0,0,0,369997398,369997398,1524899401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953442691,E,201312,14,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,57874,0,Y,283,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,6840212,0,2046834,18,7,0,522100,38493453,522100,4382843,522100,3183964,523000,1546510,522100,806662,0,48413432,2233448,0,0,703661,0,303475,0,400186,0,400186,71476985,0,70250458,0,1226527,0,1226527,0,0,0,0,0,0,0,0,0,522100,2050000,0,0,0,0,0,2050000,54323593,0,0,0,6938839,6153226,0,8638550,323991,2254796,1040254,0,391669,232040,0,0,0,198265,664323,4925653,2914595,106422,1359903,134935,0,278549,0,0,722623,262606,1333537,1026240,394629,0,0,479404,40775049,207837763,0,0,4052119,0,0,889547196,0,0,15530455,363796000,6769476,0,4074814,28121261,1519729084,15107343,0,0,0,0,0,0,0,1361744897,1376852240,0,0,0,0,0,142876844,142876844,1519729084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730489468,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,31962,0,Y,414,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,1494566,0,260842,7,0,0,525990,16249489,0,0,0,0,0,0,0,0,0,16249489,6449732,0,0,0,0,0,0,0,0,0,113366751,538595,112018611,632753,1348140,-94158,1253982,0,0,0,0,0,0,0,0,0,522130,53976209,0,0,0,0,0,53976209,77929412,0,0,0,0,1755408,0,13767864,1033137,2867586,1011833,0,0,0,0,0,0,0,2141886,1661160,5822556,0,2854069,454019,0,0,2482228,0,0,0,13500001,9452208,1561693,832777,0,1396119,62594544,0,53873503,0,0,0,0,1110592056,0,0,30090290,0,0,0,0,323185953,1517741802,20718925,0,0,0,0,0,132227576,0,1176230245,1329176746,0,0,0,0,0,188565056,188565056,1517741802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941189841,E,201412,14,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,38781,0,Y,334,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2178908,0,1024611,21,9,0,522100,29079688,522100,12570635,522100,2573359,0,0,0,0,0,44223682,11938749,0,0,1093976,0,744004,0,349972,0,349972,76039095,0,76069759,0,-30664,0,-30664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56481739,6350,18012,0,3033364,2328858,0,14643548,898711,2425949,1264143,0,275644,76185,0,0,0,101170,695322,1376644,2940396,0,2130754,124928,0,231725,416,0,1150467,297094,5228830,1800000,232825,0,0,1938197,43219532,93561634,1000000,0,0,0,0,750258371,0,701128,21772080,0,601422330,0,0,47903011,1516618554,11451134,0,0,0,1067973,0,0,0,1345163520,1357682627,0,0,0,0,0,158935927,158935927,1516618554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50125860,E,201412,14,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,36876,0,Y,297,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2703399,0,677055,29,20,0,0,42780160,525990,4046715,525990,3244175,524298,440792,0,0,0,50511842,3681314,0,0,10800,0,0,0,10800,0,10800,25990908,1032608,25932688,2286,58220,1030322,1088542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55292498,0,0,0,0,2055590,0,11471617,1121814,3230336,1147715,0,460770,0,0,0,0,492716,1901518,465106,2671471,0,2320657,36976,0,149314,11260584,0,1956588,0,1209328,2138608,960163,744547,0,2487457,48282875,13977390,60166751,0,0,280819,0,1144012397,0,1251721,27516515,235157245,0,0,0,28749173,1511112011,18510654,0,0,0,1074486,0,0,0,1322367226,1341952366,0,0,0,0,0,169159645,169159645,1511112011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390233059,E,201412,12,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,211,0,Y,631,Y,N,N,Y,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,416081173,32452474,N,0,N,0,0,N,N,3162737,0,963449,93,81,0,221000,447655750,221000,1563667,221000,131,0,0,0,0,0,449219548,5516601,0,0,0,7762,0,0,0,7762,7762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454743911,0,0,0,15782952,2522832,0,39858380,11688838,8396050,3526717,0,3807757,314345,161925,0,0,817779,0,3144423,0,0,0,0,0,0,41187734,0,42521197,3636140,289737763,22736954,1974185,-42289058,0,-1863401,447663512,6834109,19037149,0,43818275,0,0,475405,60325904,36339505,1137975751,0,98769408,18250792,0,35348148,1457174446,224646265,0,0,0,0,0,866918367,0,131693716,1223258348,0,0,0,670,0,233915428,233916098,1457174446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350997241,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,32,0,Y,352,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2558288,0,251085,16,0,0,0,0,0,0,0,0,0,0,0,0,25641527,25641527,5772058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19376025,19376025,50789610,0,0,0,0,2809373,0,11224199,1171568,4685754,1077548,0,154972,96000,0,0,0,211799,1456739,2171594,2408315,0,2802749,396546,0,69520,0,0,2057417,239534,6217540,3838161,273293,0,0,277508,43640129,19951574,276470074,0,5858054,0,0,698556636,0,3111381,33549189,0,0,387549424,0,12964778,1438011110,14152077,0,0,0,0,0,0,0,9082457,23234534,0,0,0,1253243636,104197654,57335286,1414776576,1438011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910863377,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,30556,0,Y,466,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,3897545,0,249490,35,47,0,522100,55952634,522100,17330885,0,0,0,0,0,0,0,73283519,2395065,0,0,0,0,0,0,0,0,0,30105149,1293335,30093334,1545352,11815,-252017,-240202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75438382,190237,0,0,0,3338243,0,18542576,2041708,3015521,1885574,0,23995,165951,0,0,0,508164,2614204,3333482,1743122,0,1609429,491450,0,100476,9207360,0,2261007,243876,70500,5233919,2228523,1215263,0,340823,60405403,14916572,74140482,0,0,10174076,0,1149601568,0,1702384,46300733,0,113023651,0,176513,16117247,1426153226,17010643,0,36991,0,0,0,50215640,0,1201175127,1268438401,0,0,0,0,0,157714825,157714825,1426153226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380495567,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,30331,0,Y,171,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,1555561,0,317372,10,17,0,522100,13742819,522100,6269211,0,0,0,0,0,0,0,20012030,11066876,0,0,0,0,0,0,0,0,0,246966865,751738,246567312,862474,399553,-110736,288817,0,0,0,0,0,0,0,0,0,525990,430557,525990,287510,524298,227212,0,945279,32313002,0,0,0,0,1441742,0,6037019,1124451,799866,576243,0,68798,156710,0,0,0,36225,924362,286790,873458,0,516411,0,0,0,8920086,0,1259085,61294,3091695,1087224,729209,655729,0,1794335,30440732,69328025,0,0,0,0,0,623928594,0,646541,10510596,0,686551902,0,0,32222740,1423188398,25310020,0,0,0,0,0,29000000,0,1200186418,1254496438,0,0,0,0,0,168691960,168691960,1423188398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860120482,E,201412,14,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,22987,0,Y,548,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,3335360,0,967580,19,49,0,523000,352741,524298,54160,522100,7404772,522100,8427832,522100,62761585,0,79001090,1118132,0,0,199507,0,0,0,199507,0,199507,0,1221327,0,1452280,0,-230953,-230953,0,0,0,0,0,0,0,0,0,522100,1500453,0,0,0,0,0,1500453,81588229,0,0,0,0,2825292,0,22303403,1107912,2371199,1733356,0,103545,136826,0,0,0,466693,2528286,4509951,144150,0,1911503,118056,0,615313,5433182,189863,3024886,306741,20635573,0,0,0,0,0,70465730,11837856,22180044,0,4470677,0,0,1236399776,0,2404830,27928535,52279052,30803441,0,2669792,25211979,1416185982,18683961,0,0,0,0,0,40000291,0,1187216935,1245901187,0,0,0,0,0,170284795,170284795,1416185982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
