date,store,category,vendor_no,item,state_btl_cost,btl_price,bottle_qty,total
2014-01-08,2600,1041150,370,33256,6.49,9.74,12,116.88
2014-01-08,2600,1051100,350,54448,11.29,16.94,2,33.88
2014-01-08,2600,1081015,305,64136,13.86,20.79,3,62.37
2014-01-08,2600,1081312,350,84486,4.09,6.14,3,18.42
2014-01-08,2611,1081312,380,83363,5.15,7.73,12,92.76
2014-01-08,2614,1101100,371,27310,10.4,15.6,3,46.8
2014-01-08,2614,1041150,370,33286,6.49,9.74,3,29.22
2014-01-08,2614,1041150,370,33256,6.49,9.74,4,38.96
2014-01-08,2614,1041150,370,33282,6.49,9.74,3,29.22
2014-01-08,2614,1041150,370,33266,6.49,9.74,2,19.48
2014-01-08,2614,1051150,65,56366,4.2,6.3,3,18.9
2014-01-08,2614,1081220,350,78456,4.65,6.97,4,27.88
2014-01-08,2614,1081315,380,84636,7.45,11.17,4,44.68
2014-01-08,2614,1081400,434,86250,2.5,3.75,12,45
2014-01-08,2614,1081380,55,84170,9.5,14.25,2,28.5
2014-01-08,2621,1062050,389,42666,9.5,14.25,3,42.75
2014-01-08,2621,1081315,65,71441,15.83,23.74,1,23.74
2014-01-08,2621,1081312,380,83363,5.15,7.73,12,92.76
2014-01-08,2623,1051100,55,54436,4.5,6.74,12,80.88
2014-01-08,2623,1051120,350,55506,5.48,8.22,1,8.22
2014-01-08,2623,1081315,421,82957,9.87,14.8,12,177.6
2014-01-08,2623,1081380,55,84170,9.5,14.25,2,28.5
2014-01-08,2623,1081400,65,86112,2.22,3.33,12,39.96
2014-01-08,2624,1081220,350,78456,4.65,6.97,12,83.64
2014-01-08,2624,1081380,55,84170,9.5,14.25,2,28.5
2014-01-08,2624,1081312,434,81966,4.09,6.14,12,73.68
2014-01-08,2625,1031100,260,39868,16,23.99,3,71.97
2014-01-08,2625,1062050,205,42437,6.49,10.49,12,125.88
2014-01-08,2625,1051140,350,56206,5.48,8.22,2,16.44
2014-01-08,2625,1081220,350,78456,4.65,6.97,12,83.64
2014-01-08,2625,1081380,55,84170,9.5,14.25,12,171
2014-01-08,2625,1081400,434,86251,2.21,3.31,60,198.6
2014-01-08,2633,1051150,125,53629,18.75,28.13,1,28.13
2014-01-08,2633,1081220,350,78456,4.65,6.97,12,83.64
2014-01-08,2635,1041150,370,33256,6.49,9.74,6,58.44
2014-01-08,2635,1062050,305,42240,9.42,14.13,6,84.78
2014-01-08,2635,1081315,65,71446,11.54,17.31,6,103.86
2014-01-08,2635,1081312,380,83363,5.15,7.73,6,46.38
2014-01-08,2635,1081315,65,82881,6.77,10.15,12,121.8
2014-01-08,2635,1081400,434,86251,2.21,3.31,12,39.72
2014-01-08,2635,1081380,55,84166,9.5,14.25,3,42.75
2014-01-08,2636,1081400,434,86251,2.21,3.31,12,39.72
2014-01-08,2649,1051150,125,53629,18.75,28.13,1,28.13
2014-01-08,2637,1051100,350,54446,5.48,8.22,12,98.64
2014-01-08,2637,1081015,305,64136,13.86,20.79,12,249.48
2014-01-08,2637,1081220,350,78456,4.65,6.97,6,41.82
2014-01-08,2637,1081400,350,86506,3.33,4.99,12,59.88
2014-01-08,2637,1081400,65,86112,2.22,3.33,12,39.96
2014-01-08,2637,1081355,350,84496,4.09,6.14,12,73.68
2014-01-08,2638,1051100,55,54436,4.5,6.74,3,20.22
2014-01-08,2638,1051150,125,53629,18.75,28.13,6,168.78
2014-01-08,2638,1081315,65,71446,11.54,17.31,2,34.62
2014-01-08,2638,1081380,380,83348,5.15,7.73,3,23.19
2014-01-08,2638,1081315,65,82881,6.77,10.15,3,30.45
2014-01-08,2642,1081015,305,64136,13.86,20.79,12,249.48
2014-01-08,2642,1081020,350,85316,4.58,6.87,6,41.22
2014-01-08,2642,1081400,65,86112,2.22,3.33,12,39.96
2014-01-08,2649,1062050,389,42666,9.5,14.25,4,57
2014-01-08,2649,1051100,55,54436,4.5,6.74,4,26.96
2014-01-08,2649,1081015,305,64136,13.86,20.79,4,83.16
2014-01-08,2649,1081220,350,78456,4.65,6.97,4,27.88
2014-01-08,2649,1081312,380,83363,5.15,7.73,4,30.92
2014-01-08,2649,1081400,350,86507,3.75,5.62,4,22.48
2014-01-08,3013,1031110,300,40118,6.67,10.01,6,60.06
2014-01-08,2958,1081220,350,78456,4.65,6.97,4,27.88
2014-01-08,3003,1051120,434,55246,5.38,8.06,4,32.24
2014-01-08,3045,1081400,350,86507,3.75,5.62,2,11.24
2014-01-08,3354,1051100,350,54447,6.53,9.8,12,117.6
2014-01-08,3354,1051100,434,54057,6.38,9.56,12,114.72
2014-01-08,3354,1062050,389,42666,9.5,14.25,12,171
2014-01-08,3354,1081015,305,64136,13.86,20.79,12,249.48
2014-01-08,3354,1081400,434,86251,2.21,3.31,36,119.16
2014-01-08,3354,1081400,65,86112,2.22,3.33,24,79.92
2014-01-08,3417,1031110,300,40118,6.67,10.01,6,60.06
2014-01-08,3417,1051100,350,54446,5.48,8.22,12,98.64
2014-01-08,3417,1051100,350,54448,11.29,16.94,5,84.7
2014-01-08,3417,1081400,350,86507,3.75,5.62,2,11.24
2014-01-08,3417,1081335,434,82146,4.09,6.14,3,18.42
2014-01-08,3417,1081400,350,86310,3,4.5,3,13.5
2014-01-08,3417,1081355,350,84496,4.09,6.14,5,30.7
2014-01-08,3417,1081380,55,84170,9.5,14.25,5,71.25
