productSKU,name,stockLevel,ratio,restockingLeadTime,total_ordered
9182739," Men's Watershed Full Zip Hoodie Grey",0,null,14,0
9181019," Tri-blend Hoodie Grey",0,null,19,0
9181573," Snapback Hat Black",0,null,12,0
9180757,Yoga Block,0,null,13,0
9182980," Pet Feeding Mat",0,null,8,0
9182780," Women's Shell Jacket Blue/Black",0,null,16,0
9182778," Women's Softshell Jacket Black/Grey",0,null,13,0
9183234," Learning Thermostat 3rd Gen-USA - Stainless Steel",0,null,8,0
9183203," Device Holder Sticky Pad",0,null,8,0
9183118," Women's Fleece Hoodie Black",0,null,6,0
9182772," Women's Performance Full Zip Jacket Black",0,null,14,0
9180850,Ballpoint Stylus Pen,0,null,6,0
9182723," Men's 100% Cotton Short Sleeve Hero Tee White",0,null,11,0
9184720," Women's Short Sleeve Hero Tee Sky Blue",0,null,16,0
9182755," Men's Colorblock Tee White/Heather",0,null,14,0
GGOEGAAX0567," Men's Softshell Jacket Black/Grey",1,0,12,0
GGOEWXXX0835," Men's Typography Short Sleeve Tee",1,0,11,0
GGOEGAAX0732," Women's Fleece Hoodie Black",5,0,17,0
GGOEGAAX0356," Men's Vintage Tank",119,0,15,0
GGOEGAAX0607," Women's Convertible Vest-Jacket Sea Foam Green",25,0,8,0
GGOENEBQ081799," Protect Smoke + CO White Wired Alarm - CA",49,0,15,0
GGOEGAAX0575," Women's Weatherblock Shell Jacket Black",1,0,13,0
GGOEGCBB074399," Device Holder Sticky Pad",94,0,8,0
GGOEGAAX0588," Women's Shell Jacket Blue/Black",5,0,7,0
GGOEGCVB072399," Executive Umbrella",458,0,5,0
GGOEGHPL003214," Stretch Fit Hat M/L Navy",6,0,6,0
GGOEAHPB080210,Android 5-Panel Low Cap,11,0,16,0
GGOEGAAX0580," Women's 1/4 Zip Jacket Charcoal",7,0,18,0
GGOEGAAX0605," Women's Quilted Insulated Vest White",16,0,9,0
GGOEGBCR024399," Lunch Bag",290,0,11,0
GGOEAHPJ074410,Android Twill Cap,161,0,5,0
GGOEGOAJ021599,Gunmetal Roller Ball Pen,1321,0,36,0
GGOEGGCX056399,Gift Card - $250.00,38,0,10,0
GGOEGAAX0231," Collapsible Pet Bowl",59,0,15,0
GGOEGAAX0604," Women's Quilted Insulated Vest Black",10,0,11,0
GGOEGESB015199," Flashlight",13,0,6,0
GGOEGAAX0328," Men's Long & Lean Tee Charcoal",11,0,14,0
GGOEWFKA083099," Mood Happy Window Decal",26,0,6,0
GGOEGDHR082199," 25 oz Red Stainless Steel Bottle",341,0,30,0
GGOEGAAX0572," Men's Colorblock Tee White/Heather",1,0,8,0
GGOEGAAX0603," Women's 1/4 Zip Performance Pullover Two-Tone Blue",15,0,19,0
GGOEGACB023699,Yoga Block,78,0,14,0
GGOEGEHQ072499," 2200mAh Micro Charger",38,0,11,0
GGOEGGCX056499,Gift Card - $50.00,9,0,14,0
GGOEGAAX0355," Men's Vintage Tank",31,0,17,0
GGOENEBQ081599," Cam Outdoor Security Camera - CA",40,0,18,0
GGOEGAAX0340," Men's Vintage Badge Tee Sage",442,0,9,0
GGOEGAAX0348,Android BTTF Cosmos Graphic Tee,4,0,15,0
GGOEGAAX0331," Men's Long Sleeve Raglan Ocean Blue",10,0,17,0
GGOEGAAX0570," Men's Short Sleeve Performance Badge Tee Charcoal",57,0,14,0
GGOEGAAX0350," Men's Bayside Graphic Tee",33,0,8,0
GGOEGAAX0593," Men's Airflow 1/4 Zip Pullover Lapis",23,0,8,0
GGOEGAAX0582," Women's Lightweight Microfleece Jacket",3,0,19,0
GGOEGAAX0323," Men's Short Sleeve Hero Tee Charcoal",20,0,19,0
GGOEGAAX0304," Women's 3/4 Sleeve Baseball Raglan Heather/Black",26,0,9,0
GGOEGAAX0590," Men's Short Sleeve Performance Badge Tee Navy",21,0,9,0
GGOEWFKA083299," Mood Ninja Window Decal",94,0,6,0
GGOEAOBH078799,Android Luggage Tag,32,0,15,0
GGOEGAAX0686," Youth Short Sleeve Tee Red",40,0,6,0
GGOEGAAX0168," Pet Feeding Mat",83,0,18,0
GGOEGAAX0282,Android Women's Short Sleeve Badge Tee Dark Heather,19,0,15,0
GGOEGAAX0353," Vintage Henley Grey/Black",95,0,10,0
GGOENEBQ081699," Protect Smoke + CO White Battery Alarm - CA",25,0,9,0
GGOEWXXX0828," Men's Short Sleeve Tee",1,0,14,0
GGOEAHPA004110,Android Wool Heather Cap Heather/Black,305,0,9,0
GGOEGAAX0306," Women's Recycled Fabric Tee",16,0,10,0
GGOEGHPJ080110," 5-Panel Cap",87,0,5,0
GGOEGBMC056599,Waterproof Gear Bag,261,0,15,0
GGOEAXXX0810,Android Men's Outerstellar Short Sleeve Tee Black,3,0,6,0
GGOEGAAX0595," Men's Microfiber 1/4 Zip Pullover Blue/Indigo",9,0,7,0
GGOEGBPB082099,UpCycled Handlebar Bag,107,0,12,0
GGOEGAAX0327," Men's Long & Lean Tee Grey",5,0,6,0
GGOEGOAR013599,Ballpoint Stylus Pen,942,0,5,0
GGOEGAAX0361,Android Women's Fleece Hoodie,21,0,13,0
GGOEGAAX0329,Android Men's Long & Lean Badge Tee Charcoal,65,0,18,0
GGOEGOAA017199,Rubber Grip Ballpoint Pen 4 Pack,1791,0,3,0
GGOEGAAX0746," Women's Short Sleeve Badge Tee Navy",8,0,17,0
GGOEGAAX0592," Men's Airflow 1/4 Zip Pullover Black",8,0,9,0
GGOEGAAX0324,Android Men's Short Sleeve Tri-blend Hero Tee Grey,3,0,16,0
GGOEGAAX0042,Android Stretch Fit Hat,41,0,16,0
GGOEGBFC018799,Electronics Accessory Pouch,568,0,29,0
GGOEGEHQ072599," 4400mAh Power Bank",65,0,7,0
GGOEGAAX0683," Youth Short Sleeve T-shirt Royal Blue",5,0,17,0
GGOEGAAX0339," Men's Vintage Badge Tee White",210,0,9,0
GGOEGAAX0296," Women's Short Sleeve Tri-blend Badge Tee Grey",33,0,15,0
GGOEGAAX0365," Women's Scoop Neck Tee Black",73,0,6,0
GGOEGEVB070599," G Noise-reducing Bluetooth Headphones",132,0,7,0
9183219," Leather Journal",0,null,9,0
9180769," Laptop Backpack",0,null,7,0
9183222," Leather Perforated Journal",0,null,7,0
9182745," Men's Quilted Insulated Vest Black",0,null,9,0
9183239,25L Classic Rucksack,0,null,19,0
9183229," Cam Outdoor Security Camera - USA",0,null,18,0
9183241,25L Classic Rucksack,0,null,16,0
9184733," Learning Thermostat 3rd Gen-USA - White",0,null,11,0
9184675,UpCycled Bike Saddle Bag,0,null,8,0
9180766,Sport Bag,0,null,8,0
9180793,26 oz Double Wall Insulated Bottle,0,null,8,0
9182714," Men's Long Sleeve Raglan Ocean Blue",0,null,18,0
9182784," Women's Short Sleeve Hero Tee White",0,null,12,0
9182721," Men's 100% Cotton Short Sleeve Hero Tee Black",0,null,5,0
9182781," Women's Short Sleeve Hero Tee Black",0,null,9,0
9183230," Protect Smoke + CO White Battery Alarm-USA",0,null,7,0
9183240,25L Classic Rucksack,0,null,5,0
9181139,Waterproof Backpack,0,null,18,0
9182605," Women's Tee Grey",0,null,13,0
9184620," Men's Performance Full Zip Jacket Black",0,null,9,0
9180809," Flashlight",0,null,14,0
9180814,Micro Wireless Earbud,0,null,5,0
9182722," Men's 100% Cotton Short Sleeve Hero Tee Navy",0,null,7,0
9183213,Android Hard Cover Journal,0,null,18,0
GGOEWXXX0834," Women's Typography Short Sleeve Tee",0,null,18,0
9182173," Stylus Pen w/ LED Light",0,null,11,0
9180781,Suitcase Organizer Cubes,0,null,7,0
GGOEGDHB072099," Insulated Stainless Steel Bottle",0,null,16,0
9180748,Android Lunch Kit,0,null,12,0
9182709,Android Women's Long Sleeve Blended Cardigan Grey,0,null,6,0
GGOEGAAX0581," Women's Colorblock Tee White",0,null,8,0
